OBJECTID,STREET,LOCATION,TYPE,LANES,REASON,STATUS,START,END_,SOURCE,COMMENT,EVENT,created_date,last_edited_user,last_edited_date,created_user,REGION_CITY,AGO_USER,IS_DRILL,Shape__Length
7031, LINE ST,BETWEEN KING ST AND MEETING ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/02/05 08:00:00+00,2024/02/08 17:00:00+00,Charleston GIS,INSTALLING CONDUITS,,,,,,Charleston,conradc_chs,No,291.986302254325
7032,E BAY ST,BETWEEN CALHOUN ST AND CHARLOTTE ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/05 09:00:00+00,2024/02/14 16:00:00+00,Charleston GIS,AT&T,,,,,,Charleston,conradc_chs,No,193.174401580415
7033, LAURENS ST,BETWEEN E BAY ST AND WASHINGTON ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,OPEN,2024/02/08 08:00:00+00,2024/04/05 17:00:00+00,Charleston GIS,,,,,,,Charleston,conradc_chs,No,91.7314853286096
7035,COMING ST,BETWEEN DUNCAN ST AND VANDERHORST ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/07 13:00:00+00,2024/02/07 23:00:00+00,Charleston GIS,DOMINION EMERGENCY GAS REPAIR,,,,,,Charleston,conradc_chs,No,94.7248790742053
7040,MARKET ST,BETWEEN KING ST AND MEETING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/12 07:00:00+00,2024/02/14 17:00:00+00,Charleston GIS,LOADING/UNLOADING,,,,,,Charleston,conradc_chs,No,184.56543369371
7041,MARKET ST,BETWEEN KING ST AND MEETING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/04 07:00:00+00,2024/03/08 17:00:00+00,Charleston GIS,DISMANTLING SCAFFOLDING,,,,,,Charleston,conradc_chs,No,185.060611627179
7042,MEETING ST,BETWEEN HASELL ST AND MARKET ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/11 07:00:00+00,2024/03/15 17:00:00+00,Charleston GIS,PUTTING UP SCAFFOLDING,,,,,,Charleston,conradc_chs,No,227.586858158332
7043,MARKET ST,BETWEEN KING ST AND MEETING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/18 07:00:00+00,2024/03/22 17:00:00+00,Charleston GIS,DISMANTLING SCAFFOLDING,,,,,,Charleston,conradc_chs,No,185.094190666683
7045,MEETING ST,BETWEEN BURNS LN AND GEORGE ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/24 05:00:00+00,2024/02/24 08:00:00+00,Charleston GIS,CRANE SETUP,,,,,,Charleston,conradc_chs,No,136.122680394535
7047,HORIZON ST,BETWEEN PUBLIX AND LOCKWOOD DR,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/04/02 07:00:00+00,2025/04/01 21:00:00+00,Charleston GIS,CRANE SETUP,,,,,,Charleston,conradc_chs,No,199.983949546221
7048,COMING ST,BETWEEN MORRIS ST AND CANNON ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/13 08:00:00+00,2024/02/16 17:00:00+00,Charleston GIS,MILL & PAVE,,,,,,Charleston,conradc_chs,No,184.168732543356
7049,KENNEDY ST,BETWEEN ASHLEY AVE AND PRESIDENT ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/14 08:00:00+00,2024/02/28 17:00:00+00,Charleston GIS,INSTALLING GAS SERVICE,,,,,,Charleston,conradc_chs,No,100.65011632176
7050, SOCIETY ST,BETWEEN KING ST AND MEETING ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/02/13 08:00:00+00,2024/02/16 17:00:00+00,Charleston GIS,MANHOLE INSTALLATION,,,,,,Charleston,conradc_chs,No,245.995525062984
7051, SOCIETY ST,BETWEEN KING ST AND MEETING ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/02/19 08:00:00+00,2024/03/01 17:00:00+00,Charleston GIS,,,,,,,Charleston,conradc_chs,No,249.855750837274
7052,CALHOUN ST AND ASHLEY AVE,,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/14 08:00:00+00,2024/02/14 16:00:00+00,Charleston GIS,,,,,,,Charleston,conradc_chs,No,32.4566972952632
7053,CONCORD ST,BETWEEN S MARKET ST AND CUMBERLAND ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/01 09:00:00+00,2024/03/15 15:00:00+00,Charleston GIS,INSALLING GAS MAIN,,,,,,Charleston,conradc_chs,No,119.142164474698
7056,MEETING ST,BETWEEN LINE ST AND SHEPPARD ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/15 10:00:00+00,2024/02/15 14:00:00+00,Charleston GIS,REPAIRING ASPHALT,,,,,,Charleston,conradc_chs,No,112.528052326914
7064,CALHOUN ST,@ ASHLEY AVE,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/20 08:00:00+00,2024/02/21 16:00:00+00,Charleston GIS,AT&T,,,,,,Charleston,conradc_chs,No,29.0979385428198
7065, ANSON ST,BETWEEN WENTWORTH ST AND SOCIETY ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/02/20 09:00:00+00,2024/02/20 13:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,85.6816125432033
7066,WENTWORTH ST,BETWEEN MEETING ST AND KING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/21 00:00:00+00,2024/03/05 23:59:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,Gagnes_chs,No,264.839806429544
7067,KING ST,BETWEEN SOCIETY ST AND WENTWORTH ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/21 08:00:00+00,2024/03/05 17:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,87.4092676819247
7068,SOCIETY ST,BETWEEN MEETING ST AND KING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/21 08:00:00+00,2024/03/05 17:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,170.207266155035
7069,WENTWORTH ST,BETWEEN MEETING ST AND KING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/21 08:00:00+00,2024/03/05 17:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,138.579561408329
7070,HUGER ST,BETWEEN WESSON AVE AND ASHLEY AVE,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/11 09:00:00+00,2024/03/15 15:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,91.9598036069564
7071, HAMPTON PL,BETWEEN HUGER ST AND END OF STREET,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/03/11 09:00:00+00,2024/03/15 15:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,81.6562553904265
7072,WASHINGTON ST,BETWEEN CHARLOTTE ST AND CALHOUN ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/14 08:00:00+00,2024/02/28 15:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,149.554778047516
7074,KING ST,BETWEEN SOCIETY ST AND WENTWORTH ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/21 08:00:00+00,2024/03/05 17:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,87.4092676819247
7075,CALHOUN ST,@ ASHLEY AVE,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/20 08:00:00+00,2024/02/22 16:00:00+00,Charleston GIS,MANHOLE ACCESS,,,,,,Charleston,conradc_chs,No,19.2465442409022
7076,SOUTH ST,BETWEEN DRAKE ST AND AMERICA ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/25 07:00:00+00,2024/03/02 15:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,169.586742631155
7078,COMING ST,BETWEEN BEAUFAIN ST AND MONTAGU ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/22 10:00:00+00,2024/02/24 15:00:00+00,Charleston GIS,EMERGENCY UTILITY REPAIR,,,,,,Charleston,conradc_chs,No,292.042786665921
7079,COMING ST,BETWEEN BEAUFAIN ST AND MONTAGU ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/22 10:00:00+00,2024/02/24 15:00:00+00,Charleston GIS,EMERGENCY UTILITY REPAIR,,,,,,Charleston,conradc_chs,No,292.042786665921
7080,MARKET ST,BETWEEN ARCHDALE ST AND KING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/23 08:00:00+00,2024/03/08 17:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,181.928350871051
7082,CALHOUN ST,BETWEEN MEETING ST AND ANSON ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/26 08:00:00+00,2024/04/17 16:00:00+00,Charleston GIS,DOMINION,,,,,,Charleston,conradc_chs,No,289.685356353876
7085,COMING ST,BETWEEN SPRING ST AND BOGARD ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/11 07:00:00+00,2024/03/15 16:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,151.679747455601
7087,CUMBERLAND ST,BETWEEN E BAY ST AND STATE ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/03/05 09:00:00+00,2024/03/15 16:00:00+00,Charleston GIS,MANHOLE ACCESS,,,,,,Charleston,conradc_chs,No,130.407923472828
7088,KING ST,BETWEEN GEORGE ST AND SOCIETY ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/04 08:00:00+00,2024/03/04 17:00:00+00,Charleston GIS,BRICK ARCH STORMWATER LINING,,,,,,Charleston,conradc_chs,No,168.054630639331
7089,HASELL ST,BETWEEN MEETING ST AND KING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/10 08:00:00+00,2024/03/10 17:00:00+00,Charleston GIS,LOADING/UNLOADING,,,,,,Charleston,conradc_chs,No,218.694972606654
7090,HASELL ST,BETWEEN MEETING ST AND KING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/14 08:00:00+00,2024/03/14 17:00:00+00,Charleston GIS,LOADING/UNLOADING,,,,,,Charleston,conradc_chs,No,217.506015612894
7091,KING ST,BETWEEN HASELL ST AND MARKET ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/10 08:00:00+00,2024/03/10 17:00:00+00,Charleston GIS,LOADING/UNLOADING,,,,,,Charleston,conradc_chs,No,154.58697651336
7092,KING ST,BETWEEN HASELL ST AND MARKET ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/14 08:00:00+00,2024/03/14 17:00:00+00,Charleston GIS,LOADING/UNLOADING,,,,,,Charleston,conradc_chs,No,153.023548521476
7093,S MARKET ST,BETWEEN CONCORD ST AND E BAY ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/11/03 10:30:00+00,2024/11/03 15:00:00+00,Charleston GIS,,VETERANS DAY PARADE,,,,,Charleston,conradc_chs,No,157.191591945193
7094,E BAY ST,BETWEEN S MARKET ST AND BROAD ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/11/03 10:30:00+00,2024/11/03 15:00:00+00,Charleston GIS,,VETERANS DAY PARADE,,,,,Charleston,conradc_chs,No,556.542830323295
7096,GEORGE ST,BETWEEN SAINT PHILIP ST AND GLEBE ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/03/14 15:00:00+00,2024/03/14 19:30:00+00,Charleston GIS,,COFC DAY,,,,,Charleston,conradc_chs,No,95.4719814367743
7102,SAINT PHILIP ST,BETWEEN CALHOUN ST AND GEORGE ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/05/10 10:00:00+00,2024/05/11 20:00:00+00,Charleston GIS,,COFC SPRING COMMENCEMENT,,,,,Charleston,conradc_chs,No,265.32510992864
7103,GEORGE ST,BETWEEN SAINT PHILIP ST AND COMING ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/05/10 10:00:00+00,2024/05/11 20:00:00+00,Charleston GIS,,COFC SPRING COMMENCEMENT,,,,,Charleston,conradc_chs,No,213.965032597505
7104,GLEBE ST,BETWEEN GEORGE ST AND WENTWORTH ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,SPECIAL EVENT,ACTIVE,2024/05/10 10:00:00+00,2024/05/11 20:00:00+00,Charleston GIS,LOCAL TRAFFIC ONLY,COFC SPRING COMMENCEMENT,,,,,Charleston,conradc_chs,No,235.708063998769
7106, SOCIETY ST,BETWEEN ANSON ST AND E BAY ST ,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/03/04 07:00:00+00,2024/03/04 17:00:00+00,Charleston GIS,CONSTRUCTION,,,,,,Charleston,conradc_chs,No,198.07498914196
7107, CANNON ST,BETWEEN KING ST AND SAINT PHILIP ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/03/06 09:00:00+00,2024/03/06 11:00:00+00,Charleston GIS,SANDPIPE TEST FOR FIRE MARSHAL,,,,,,Charleston,conradc_chs,No,163.339833677197
7108,WASHINGTON ST,BETWEEN LAURENS ST AND SOCIETY ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/01 17:00:00+00,2024/06/30 17:00:00+00,Charleston GIS,CONSTRUCTION,,,,,,Charleston,conradc_chs,No,158.38823736819
7109,FISHBURNE ST,BETWEEN S TRACY ST AND PERRY ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/05 09:00:00+00,2024/03/05 13:00:00+00,Charleston GIS,POOL POUR,,,,,,Charleston,conradc_chs,No,142.605388404499
7111,SOCIETY ST,BETWEEN KING ST AND MEETING ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/02/28 08:00:00+00,2024/03/04 12:00:00+00,Charleston GIS,MIX & PUMP FLOORING MATERIAL,,,,,,Charleston,conradc_chs,No,126.717557692423
7112,WENTWORTH ST,BETWEEN E BAY ST AND ANSON ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/11 07:00:00+00,2024/03/15 16:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,129.530901255744
7113, SOCIETY ST,BETWEEN KING ST AND MEETING ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/03/04 08:00:00+00,2024/03/08 17:00:00+00,Charleston GIS,BRICK ARCH STORMWATER LINING,,,,,,Charleston,conradc_chs,No,230.417271103213
7116,KENNEDY ST,BETWEEN ASHLEY AVE AND PRESIDENT ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/08 08:00:00+00,2024/03/08 17:00:00+00,Charleston GIS,REPAVING,,,,,,Charleston,conradc_chs,No,148.059119306589
7117, CALHOUN ST,@ ASHLEY AVE,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/03/08 08:00:00+00,2024/03/08 17:00:00+00,Charleston GIS,MANHOLE ACCESS,,,,,,Charleston,conradc_chs,No,17.5298595640796
7118, SOCIETY ST,BETWEEN KING ST AND MEETING ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/03/11 08:00:00+00,2024/03/15 17:00:00+00,Charleston GIS,BRICK ARCH STORMWATER LINING,,,,,,Charleston,conradc_chs,No,169.152717848738
7119,MORRIS ST,BETWEEN MISTH ST AND RUTLEDGE AVE,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/13 08:00:00+00,2024/03/27 17:00:00+00,Charleston GIS,INSTALLING NEW GAS SERVICE,,,,,,Charleston,conradc_chs,No,126.288206897511
7124,Bennett St.,Between Barre St. & Ashley Ave,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2024/03/09 21:15:58+00,2024/03/09 21:16:05+00,Charleston PD,,,,,,,Charleston,krasowskip_chs,No,267.640288610829
7126,Gadsden St,Between Bennett and Bull,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2024/03/09 21:20:06+00,2024/03/09 23:38:34+00,Charleston PD,,,,,,,Charleston,krasowskip_chs,No,150.078981532668
7130,Barre St.,Between Beaufain St. & Montagu St.,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2024/03/09 21:06:23+00,2024/03/11 00:01:00+00,Charleston PD,,,,,,,Charleston,krasowskip_chs,No,292.742050329016
7132,Bull St,Between Barre and Halsey,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2024/03/09 21:31:22+00,2024/03/11 00:01:00+00,Charleston PD,,,,,,,Charleston,mcfaddenk_chs,No,157.12223139392
7133,HAYNE ST,BETWEEN CHURCH ST AND MEETING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/19 07:00:00+00,2024/03/19 10:00:00+00,Charleston GIS,CRANE SETUP,,,,,,Charleston,conradc_chs,No,67.0126653258546
7139,ARCHDALE ST,BETWEEN BEAUFAIN ST AND MARKET ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/12 09:00:00+00,2024/03/22 16:00:00+00,Charleston GIS,MANHOLE ACCESS,,,,,,Charleston,conradc_chs,No,58.563575461144
7140,SUMTER ST,BETWEEN COMING ST AND KING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/25 07:00:00+00,2024/03/29 16:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,138.427339485889
7141,WENTWORTH ST,BETWEEN KING ST AND SAINT PHILIP ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/12 09:00:00+00,2024/03/26 16:00:00+00,Charleston GIS,MANHOLE ACCESS,,,,,,Charleston,conradc_chs,No,155.203434066737
7142,HAMPTON PL,BETWEEN HUGER ST AND END OF STREET,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/03/18 09:00:00+00,2024/03/22 15:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,81.135106559489
7143,HUGER ST,BETWEEN WESSON AVE AMD ASHLEY AVE,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/18 09:00:00+00,2024/03/22 15:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,90.099603518876
7146,E BAY ST,@ CUMBERLAND ST,CLOSED - PARTIAL,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/03/25 07:00:00+00,2024/04/18 17:00:00+00,Charleston GIS,INSTALL DUCT BANK,,,,,,Charleston,conradc_chs,No,102.257284055392
7148,HASELL ST,BETWEEN KING ST AND MEETING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/25 07:00:00+00,2024/04/05 17:00:00+00,Charleston GIS,LOADING/UNLOADING,,,,,,Charleston,Gagnes_chs,No,223.262766867208
7151,MEETING ST,BETWEEN HASELL ST AND MARKET ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/25 07:00:00+00,2024/04/15 17:00:00+00,Charleston GIS,LOADING/UNLOADING,,,,,,Charleston,conradc_chs,No,225.351526447543
7152,E BAY ST,BETWEEN MARKET ST AND CUMBERLAND ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/19 09:00:00+00,2024/03/22 16:00:00+00,Charleston GIS,INSTALLING DUCT BANK,,,,,,Charleston,conradc_chs,No,120.489894539707
7153,KING ST,BETWEEN GEORGE ST AND SOCIETY ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/18 06:00:00+00,2024/03/19 10:30:00+00,Charleston GIS,SCAFFOLDING,,,,,,Charleston,conradc_chs,No,168.467809458545
7157,Church St,btw Queen St and Cumberland St,CLOSED,ALL LANES CLOSED,EMERGENCY,ACTIVE,2024/03/18 14:22:37+00,2024/03/19 16:43:16+00,Charleston PD,Dominion controlling traffic,emergency work on electrical box,,,,,Charleston,RIVERSK,No,184.512036733272
7158,CALHOUN ST,BETWEEN MEETING ST AND COMING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/04/03 21:00:00+00,2024/04/03 23:00:00+00,Charleston GIS,PAVEMENT TESTING,,,,,,Charleston,conradc_chs,No,621.526108140595
7160, JONATHAN LUCAS ST,BETWEEN CALHOUN ST AND SABIN ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/03/30 07:00:00+00,2024/03/30 13:00:00+00,Charleston GIS,LIFT OPERATION,,,,,,Charleston,conradc_chs,No,116.221730298245
7161,KING ST,BETWEEN HASELL ST AND MARKET ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/03/28 22:00:00+00,2024/03/29 05:00:00+00,Charleston GIS,LIFT OPERATION,,,,,,Charleston,conradc_chs,No,155.814958046425
7162, SOCIETY ST,BETWEEN KING ST AND MEETING ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/03/25 08:00:00+00,2024/04/05 17:00:00+00,Charleston GIS,BRICK ARCH STORMWATER LINING,,,,,,Charleston,conradc_chs,No,242.286477686444
7164,BEAUFAIN ST,BETWEEN KING ST AND SAINT PHILIP ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/25 09:00:00+00,2024/03/28 16:00:00+00,Charleston GIS,CONSTRUCTION,,,,,,Charleston,conradc_chs,No,149.58015093159
7165,MARKET ST,BETWEEN ARCHDALE ST AND KING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/25 09:00:00+00,2024/03/28 16:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,179.285957433563
7166,SOCIETY ST,BETWEEN MEETING ST AND ANSON ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/03/21 09:00:00+00,2024/04/11 15:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,196.154489305272
7167,WENTWORTH ST,BETWEEN MEETING ST AND KING ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/03/30 06:00:00+00,2024/03/30 15:00:00+00,Charleston GIS,CRANE SETUP,,,,,,Charleston,conradc_chs,No,258.757518788781
7171,SOCIETY ST,BETWEEN KING ST AND MEETING ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/04/01 19:00:00+00,2024/04/03 00:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,240.212258021087
7173,CANNON ST,BETWEEN COMING ST AND FELIX ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/03/28 14:00:00+00,2024/03/29 17:00:00+00,Charleston GIS,EMERGENCY GAS LEAK REPAIR,,,,,,Charleston,conradc_chs,No,124.430574549093
7175,MEETING ST,BETWEEN CUMBERLAND ST AND S MARKET ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/04/15 08:00:00+00,2024/04/19 18:00:00+00,Charleston GIS,WINDOW RESTORATION,,,,,,Charleston,conradc_chs,No,153.699922974622
7176,LINE ST,BETWEEN KING ST AND NASSAU ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/04/03 08:00:00+00,2024/04/03 17:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,451.018227583431
7180,HAGOOD,FISHBURNE AND LINE,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2024/03/29 13:32:10+00,2024/03/29 13:32:20+00,Charleston PD,,,,,,,Charleston,flessasd_chs,No,536.173327463368
7181,HAGOOD AVE.,BETWEEN FISHBURNE ST. AND LINE ST.,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2024/03/29 13:38:02+00,2024/03/29 13:45:20+00,Charleston PD,,,,,,,Charleston,flessasd_chs,No,237.010997656445
7183,CONCORD ST,BETWEEN S MARKET ST AND CUMBERLAND ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/04/08 09:00:00+00,2024/04/23 15:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,122.879452391185
7185,E BAY ST,BETWEEN FABER ST AND S MARKET ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/04/15 07:00:00+00,2024/04/26 17:00:00+00,Charleston GIS,INSTALL DUCT BANK,,,,,,Charleston,conradc_chs,No,150.119380196968
7186,E. Bay St,btw S. Market and Cone St,CLOSED,ALL LANES CLOSED,EMERGENCY,ACTIVE,2024/04/02 13:21:32+00,2024/04/02 14:17:51+00,Charleston PD,,Gas Leak,,,,,Charleston,RIVERSK,No,246.162506674679
7187,Cumberland St,btw Concord St and State St,CLOSED,ALL LANES CLOSED,EMERGENCY,ACTIVE,2024/04/02 13:22:46+00,2024/04/02 14:17:15+00,Charleston PD,veh and ped,Gas Leak ,,,,,Charleston,RIVERSK,No,252.511084150461
7188,SAINT PHILIP ST,BETWEEN CALHOUN ST AND GEORGE ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/04/03 09:00:00+00,2024/04/05 16:00:00+00,Charleston GIS,MILL & PAVE,,,,,,Charleston,conradc_chs,No,259.376551791122
